tournament,surface,level,federation
Mubadala World Tennis Championship 2016 ,HARD ,atp ,ATP
Aircel Chennai Open - Chennai 2016 ,HARD ,atp ,ATP
Bangkok Challenger 2016 ,HARD ,challeger ,ATP
Brisbane International - Brisbane 2016 ,HARD ,atp ,ATP
Happy Valley Challenger 2016 ,HARD ,challeger ,ATP
Noumea Challenger 2016 ,HARD ,challeger ,ATP
Qatar ExxonMobil Open - Doha 2016 ,HARD ,atp ,ATP
Hopman Cup - Perth 2016 ,HARD ,atp ,ATP
Mendoza Challenger 2016 ,CLAY ,challeger ,ATP
Turkey F1 2016 ,HARD ,atp ,ATP
USA F1 2016 ,HARD ,atp ,ATP
Apia International - Sydney 2016 ,HARD ,atp ,ATP
ASB Classic - Auckland 2016 ,HARD ,atp ,ATP
Buenos Aires Challenger 2016 ,CLAY ,challeger ,ATP
Canberra Challenger 2016 ,HARD ,challeger ,ATP
France F1 2016 ,CLAY ,atp ,ATP
Germany F1 2016 ,CARPET ,atp ,ATP
Kooyong Classic - Kooyong 2016 ,HARD ,atp ,ATP
Tunisia F1 2016 ,CLAY ,atp ,ATP
Turkey F2 2016 ,HARD ,atp ,ATP
USA F2 2016 ,HARD ,atp ,ATP
Australian Open - Melbourne 2016 ,HARD ,grandSlam ,GS
USA F3 2016 ,CLAY ,atp ,ATP
Manila Challenger 2016 ,HARD ,challeger ,ATP
Rio De Janeiro Challenger 2016 ,CLAY ,challeger ,ATP
France F2 2016 ,I. HARD ,atp ,ATP
Kazakhstan F1 2016 ,I. HARD ,atp ,ATP
Egypt F1 2016 ,HARD ,atp ,ATP
Germany F2 2016 ,CARPET ,atp ,ATP
Tunisia F2 2016 ,CLAY ,atp ,ATP
Turkey F3 2016 ,HARD ,atp ,ATP
USA F4 2016 ,CLAY ,atp ,ATP
Australian Open (juniors) 2016 ,HARD ,grandSlam ,GS
Maui Challenger 2016 ,HARD ,challeger ,ATP
Bucaramanga Challenger 2016 ,CLAY ,challeger ,ATP
France F3 2016 ,CARPET ,atp ,ATP
Kazakhstan F2 2016 ,I. HARD ,atp ,ATP
Spain F1 2016 ,CLAY ,atp ,ATP
Azerbaijan F1 2016 ,CARPET ,atp ,ATP
Egypt F2 2016 ,HARD ,atp ,ATP
Germany F3 2016 ,CARPET ,atp ,ATP
Tunisia F3 2016 ,CLAY ,atp ,ATP
Turkey F4 2016 ,HARD ,atp ,ATP
USA F5 2016 ,CLAY ,atp ,ATP
Dallas Challenger 2016 ,I. HARD ,challeger ,ATP
Ecuador Open - Quito 2016 ,CLAY ,atp ,ATP
Garanti Koza Sofia Open - Sofia 2016 ,I. HARD ,atp ,ATP
Launceston Challenger 2016 ,HARD ,challeger ,ATP
Open Sud de France - Montpellier 2016 ,I. HARD ,atp ,ATP
Spain F2 2016 ,CLAY ,atp ,ATP
Azerbaijan F2 2016 ,CARPET ,atp ,ATP
Egypt F3 2016 ,HARD ,atp ,ATP
Great Britain F1 2016 ,I. HARD ,atp ,ATP
Tunisia F4 2016 ,CLAY ,atp ,ATP
Turkey F5 2016 ,HARD ,atp ,ATP
USA F6 2016 ,CLAY ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2016 ,I. HARD ,atp ,ATP
Argentina Open - Buenos Aires 2016 ,CLAY ,atp ,ATP
Bergamo Challenger 2016 ,I. HARD ,challeger ,ATP
Memphis Open - Memphis 2016 ,I. HARD ,atp ,ATP
Santo Domingo Challenger 2016 ,CLAY ,challeger ,ATP
Spain F3 2016 ,CLAY ,atp ,ATP
Switzerland F1 2016 ,CARPET ,atp ,ATP
Azerbaijan F3 2016 ,CARPET ,atp ,ATP
Egypt F4 2016 ,HARD ,atp ,ATP
Great Britain F2 2016 ,I. HARD ,atp ,ATP
Israel F1 2016 ,HARD ,atp ,ATP
Tunisia F5 2016 ,CLAY ,atp ,ATP
Turkey F6 2016 ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2016 ,HARD ,atp ,ATP
Morelos Challenger 2016 ,HARD ,challeger ,ATP
New Delhi Challenger 2016 ,HARD ,challeger ,ATP
Rio Open - Rio de Janeiro 2016 ,CLAY ,atp ,ATP
Wroclaw Challenger 2016 ,I. HARD ,challeger ,ATP
Open 13 - Marseille 2016 ,I. HARD ,atp ,ATP
Israel F2 2016 ,HARD ,atp ,ATP
Switzerland F2 2016 ,CARPET ,atp ,ATP
China F1 2016 ,CLAY ,atp ,ATP
Egypt F5 2016 ,HARD ,atp ,ATP
Great Britain F3 2016 ,I. HARD ,atp ,ATP
Spain F4 2016 ,CLAY ,atp ,ATP
Tunisia F6 2016 ,CLAY ,atp ,ATP
Turkey F7 2016 ,HARD ,atp ,ATP
USA F7 2016 ,CLAY ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2016 ,HARD ,atp ,ATP
Brasil Open - Sao Paulo 2016 ,CLAY ,atp ,ATP
Cherbourg Challenger 2016 ,I. HARD ,challeger ,ATP
Dubai Duty Free Tennis Championships - Dubai 2016 ,HARD ,atp ,ATP
Kyoto Challenger 2016 ,I. HARD ,challeger ,ATP
Australia F1 2016 ,HARD ,atp ,ATP
China F2 2016 ,CLAY ,atp ,ATP
Spain F5 2016 ,CLAY ,atp ,ATP
Egypt F6 2016 ,HARD ,atp ,ATP
Israel F3 2016 ,HARD ,atp ,ATP
Portugal F1 2016 ,HARD ,atp ,ATP
Tunisia F7 2016 ,CLAY ,atp ,ATP
Turkey F8 2016 ,HARD ,atp ,ATP
USA F8 2016 ,CLAY ,atp ,ATP
Quimper Challenger 2016 ,I. HARD ,challeger ,ATP
Australia F2 2016 ,GRASS ,atp ,ATP
Canada F1 2016 ,I. HARD ,atp ,ATP
China F3 2016 ,CLAY ,atp ,ATP
France F4 2016 ,I. HARD ,atp ,ATP
Italy F1 2016 ,CARPET ,atp ,ATP
Egypt F7 2016 ,HARD ,atp ,ATP
Portugal F2 2016 ,HARD ,atp ,ATP
Spain F6 2016 ,CLAY ,atp ,ATP
Tunisia F8 2016 ,CLAY ,atp ,ATP
Turkey F9 2016 ,HARD ,atp ,ATP
USA F9 2016 ,CLAY ,atp ,ATP
Croatia F1 2016 ,CLAY ,atp ,ATP
Jonkoping Challenger 2016 ,I. HARD ,challeger ,ATP
Puebla Challenger 2016 ,I. HARD ,challeger ,ATP
Santiago Challenger 2016 ,CLAY ,challeger ,ATP
Zhuhai Challenger 2016 ,HARD ,challeger ,ATP
"Davis Cup, Group I, 1R, CHI-DOM 5-0 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, 1R, ECU-BAR 5-0 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, 1R, HUN-ISR 3-2 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, 1R, KOR-NZL 3-1 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, PAK-CHN 0-5 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group I, 1R, POR-AUT 1-4 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, ROU-SLO 4-1 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, 1R, RUS-SWE 5-0 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, BIH-TUN 3-1 2016 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group II, 1R, EGY-BLR 1-3 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, ESA-PUR 3-2 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, FIN-ZIM 4-1 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, GEO-DEN 0-5 2016 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group II, 1R, INA-VIE 2-3 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, LAT-MON 3-2 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, LTU-NOR 3-2 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, MEX-GUA 3-2 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, PER-URU 3-2 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, PHI-KUW 5-0 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 1R, RSA-LUX 5-0 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, THA-SRI 3-2 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, TPE-MAS 4-1 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, TUR-BUL 3-2 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group II, 1R, VEN-PAR 5-0 2016 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, AUS-USA 1-3 2016 ",GRASS ,DAVIS ,ITF
"Davis Cup, World Group, 1R, BEL-CRO 2-3 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, FRA-CAN 5-0 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, GBR-JPN 3-1 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, GER-CZE 2-3 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ITA-SUI 5-0 2016 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, POL-ARG 2-3 2016 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, SRB-KAZ 3-2 2016 ",I. HARD ,DAVIS ,ITF
France F5 2016 ,I. HARD ,atp ,ATP
Israel F4 2016 ,HARD ,atp ,ATP
Italy F2 2016 ,I. HARD ,atp ,ATP
Morocco F1 2016 ,CLAY ,atp ,ATP
BNP Paribas Open - Indian Wells 2016 ,HARD ,atp ,ATP
Argentina F2 2016 ,CLAY ,atp ,ATP
Azerbaijan F4 2016 ,CARPET ,atp ,ATP
Canada F2 2016 ,I. HARD ,atp ,ATP
Croatia F2 2016 ,CLAY ,atp ,ATP
Egypt F8 2016 ,HARD ,atp ,ATP
Japan F1 2016 ,HARD ,atp ,ATP
Portugal F3 2016 ,HARD ,atp ,ATP
Tunisia F9 2016 ,CLAY ,atp ,ATP
Turkey F10 2016 ,CLAY ,atp ,ATP
Drummondville Challenger 2016 ,I. HARD ,challeger ,ATP
Kazan Challenger 2016 ,I. HARD ,challeger ,ATP
Guadalajara Challenger 2016 ,HARD ,challeger ,ATP
Guangzhou Challenger 2016 ,HARD ,challeger ,ATP
Japan F2 2016 ,HARD ,atp ,ATP
Argentina F3 2016 ,CLAY ,atp ,ATP
Australia F3 2016 ,CLAY ,atp ,ATP
France F6 2016 ,I. HARD ,atp ,ATP
Irving Challenger 2016 ,HARD ,challeger ,ATP
Israel F5 2016 ,HARD ,atp ,ATP
Italy F3 2016 ,I. HARD ,atp ,ATP
Azerbaijan F5 2016 ,CARPET ,atp ,ATP
Croatia F3 2016 ,CLAY ,atp ,ATP
Egypt F9 2016 ,HARD ,atp ,ATP
Morocco F2 2016 ,CLAY ,atp ,ATP
Tunisia F10 2016 ,CLAY ,atp ,ATP
Turkey F11 2016 ,CLAY ,atp ,ATP
USA F10 2016 ,HARD ,atp ,ATP
San Luis Potosi Challenger 2016 ,CLAY ,challeger ,ATP
Shenzhen Challenger 2016 ,HARD ,challeger ,ATP
Japan F3 2016 ,HARD ,atp ,ATP
France F7 2016 ,I. HARD ,atp ,ATP
Israel F6 2016 ,HARD ,atp ,ATP
Miami Open - Miami 2016 ,HARD ,atp ,ATP
Morocco F3 2016 ,CLAY ,atp ,ATP
Argentina F4 2016 ,CLAY ,atp ,ATP
Australia F4 2016 ,CLAY ,atp ,ATP
Azerbaijan F6 2016 ,CARPET ,atp ,ATP
Croatia F4 2016 ,CLAY ,atp ,ATP
Egypt F10 2016 ,HARD ,atp ,ATP
Greece F1 2016 ,HARD ,atp ,ATP
Tunisia F11 2016 ,CLAY ,atp ,ATP
Turkey F12 2016 ,HARD ,atp ,ATP
USA F11 2016 ,HARD ,atp ,ATP
Leon Challenger 2016 ,HARD ,challeger ,ATP
Raanana Challenger 2016 ,HARD ,challeger ,ATP
St. Brieuc Challenger 2016 ,I. HARD ,challeger ,ATP
Spain F7 2016 ,HARD ,atp ,ATP
Bahrain F1 2016 ,HARD ,atp ,ATP
Egypt F11 2016 ,HARD ,atp ,ATP
Greece F2 2016 ,HARD ,atp ,ATP
Japan F4 2016 ,HARD ,atp ,ATP
Tunisia F12 2016 ,CLAY ,atp ,ATP
Turkey F13 2016 ,HARD ,atp ,ATP
Grand Prix Hassan II - Marrakech 2016 ,CLAY ,atp ,ATP
Le Gosier Challenger 2016 ,HARD ,challeger ,ATP
Napoli Challenger 2016 ,CLAY ,challeger ,ATP
US Men's Clay Court Championship - Houston 2016 ,CLAY ,atp ,ATP
Italy F4 2016 ,I. HARD ,atp ,ATP
Uzbekistan F1 2016 ,HARD ,atp ,ATP
Egypt F12 2016 ,HARD ,atp ,ATP
Greece F3 2016 ,HARD ,atp ,ATP
Japan F5 2016 ,HARD ,atp ,ATP
Qatar F1 2016 ,HARD ,atp ,ATP
Spain F8 2016 ,HARD ,atp ,ATP
Tunisia F13 2016 ,CLAY ,atp ,ATP
Turkey F14 2016 ,HARD ,atp ,ATP
USA F12 2016 ,HARD ,atp ,ATP
China F4 2016 ,HARD ,atp ,ATP
Barletta Challenger 2016 ,CLAY ,challeger ,ATP
Gwangju Challenger 2016 ,HARD ,challeger ,ATP
Monte-Carlo Rolex Masters - Monte-Carlo 2016 ,CLAY ,atp ,ATP
Sarasota Challenger 2016 ,CLAY ,challeger ,ATP
Italy F6 2016 ,CLAY ,atp ,ATP
Spain F9 2016 ,CLAY ,atp ,ATP
Uzbekistan F2 2016 ,HARD ,atp ,ATP
China F5 2016 ,HARD ,atp ,ATP
Greece F4 2016 ,HARD ,atp ,ATP
Qatar F2 2016 ,HARD ,atp ,ATP
Tunisia F14 2016 ,CLAY ,atp ,ATP
Turkey F15 2016 ,HARD ,atp ,ATP
USA F13 2016 ,HARD ,atp ,ATP
Barcelona Open BancSabadell - Barcelona 2016 ,CLAY ,atp ,ATP
BRD Nastase Tiriac Trophy - Bucharest 2016 ,CLAY ,atp ,ATP
Sao Paulo Challenger 2016 ,CLAY ,challeger ,ATP
Savannah Challenger 2016 ,CLAY ,challeger ,ATP
Turin Challenger 2016 ,CLAY ,challeger ,ATP
Nanjing Challenger 2016 ,CLAY ,challeger ,ATP
France F8 2016 ,CLAY ,atp ,ATP
Italy F7 2016 ,CLAY ,atp ,ATP
Kazakhstan F3 2016 ,CLAY ,atp ,ATP
Nigeria F1 2016 ,HARD ,atp ,ATP
Spain F10 2016 ,CLAY ,atp ,ATP
Greece F5 2016 ,HARD ,atp ,ATP
Hungary F1 2016 ,CLAY ,atp ,ATP
Qatar F3 2016 ,HARD ,atp ,ATP
Tunisia F15 2016 ,CLAY ,atp ,ATP
Turkey F16 2016 ,HARD ,atp ,ATP
USA F14 2016 ,CLAY ,atp ,ATP
Anning Challenger 2016 ,CLAY ,challeger ,ATP
BMW Open - Munich 2016 ,CLAY ,atp ,ATP
Millennium Estoril Open - Estoril 2016 ,CLAY ,atp ,ATP
Ostrava Challenger 2016 ,CLAY ,challeger ,ATP
Taipei City Challenger 2016 ,CARPET ,challeger ,ATP
Tallahassee Challenger 2016 ,CLAY ,challeger ,ATP
TEB BNP Paribas Istanbul Open - Istanbul 2016 ,CLAY ,atp ,ATP
France F9 2016 ,CLAY ,atp ,ATP
India F1 2016 ,HARD ,atp ,ATP
Italy F8 2016 ,CLAY ,atp ,ATP
Kazakhstan F4 2016 ,CLAY ,atp ,ATP
Nigeria F2 2016 ,HARD ,atp ,ATP
Spain F11 2016 ,HARD ,atp ,ATP
Greece F6 2016 ,HARD ,atp ,ATP
Hungary F2 2016 ,CLAY ,atp ,ATP
Tunisia F16 2016 ,CLAY ,atp ,ATP
Turkey F17 2016 ,HARD ,atp ,ATP
USA F15 2016 ,CLAY ,atp ,ATP
Aix En Provence Challenger 2016 ,CLAY ,challeger ,ATP
Busan Challenger 2016 ,HARD ,challeger ,ATP
Karshi Challenger 2016 ,HARD ,challeger ,ATP
Mutua Madrid Open - Madrid 2016 ,CLAY ,atp ,ATP
Rome Challenger 2016 ,CLAY ,challeger ,ATP
Argentina F5 2016 ,CLAY ,atp ,ATP
Hungary F3 2016 ,CLAY ,atp ,ATP
India F2 2016 ,HARD ,atp ,ATP
Italy F9 2016 ,CLAY ,atp ,ATP
Nigeria F3 2016 ,HARD ,atp ,ATP
Sweden F1 2016 ,CLAY ,atp ,ATP
Croatia F5 2016 ,CLAY ,atp ,ATP
Mexico F1 2016 ,HARD ,atp ,ATP
Portugal F4 2016 ,CLAY ,atp ,ATP
Romania F1 2016 ,CLAY ,atp ,ATP
Spain F12 2016 ,CLAY ,atp ,ATP
Tunisia F17 2016 ,CLAY ,atp ,ATP
Turkey F18 2016 ,HARD ,atp ,ATP
USA F16 2016 ,CLAY ,atp ,ATP
Bordeaux Challenger 2016 ,CLAY ,challeger ,ATP
Heilbronn Challenger 2016 ,CLAY ,challeger ,ATP
Internazionali BNL d'Italia - Rome 2016 ,CLAY ,atp ,ATP
Samarkand Challenger 2016 ,CLAY ,challeger ,ATP
Seoul Challenger 2016 ,HARD ,challeger ,ATP
Algeria F1 2016 ,CLAY ,atp ,ATP
Argentina F6 2016 ,CLAY ,atp ,ATP
India F3 2016 ,HARD ,atp ,ATP
Nigeria F4 2016 ,HARD ,atp ,ATP
Sweden F2 2016 ,CLAY ,atp ,ATP
Ukraine F1 2016 ,CLAY ,atp ,ATP
Bosnia & Herzegovina F1 2016 ,CLAY ,atp ,ATP
